Education,Industry,JobTitle,Location,ExperienceYears,Certifications,SalaryUSD,PreviousCompanies,Age,Gender,RemoteOnsite,CompanySize,AdditionalBenefits
Bachelors,Healthcare,Fullstack Developer,Germany,15,3,155603,7,38,Male,Remote,95,Retirement
Masters,Retail,Fullstack Developer,Australia,1,4,193633,1,27,Male,Remote,94343,HealthInsurance
Masters,Consulting,Software Engineer,India,5,4,48275,4,26,Female,Onsite,1558,HealthInsurance
Masters,Consulting,Software Engineer,Germany,16,5,118340,5,41,Male,Remote,15,CommuterSupport
Masters,Tech,Software Engineer,India,13,5,51110,12,37,Male,Hybrid,273,CommuterSupport;Gym
PhD,Finance,Software Engineer,Sweden,12,2,198162,3,37,Female,Hybrid,840,FlexibleHours;Gym
Bachelors,Consulting,Data Engineer,Sri Lanka,12,3,31480,2,40,Male,Hybrid,174,None
Bachelors,Finance,Senior Software Engineer,India,7,2,59935,2,31,Male,Onsite,2775,None
Bachelors,Tech,Data Scientist,India,17,3,67932,7,39,Male,Remote,43,Retirement;CommuterSupport
Masters,Finance,Software Engineer,USA,9,4,139109,2,35,Male,Hybrid,21,None
Bachelors,Healthcare,Fullstack Developer,USA,15,3,179155,6,39,Female,Hybrid,35,Gym;CommuterSupport
Bachelors,Healthcare,Senior Software Engineer,USA,5,4,237723,3,26,Male,Remote,10335,CommuterSupport;FlexibleHours;Bonus
Bachelors,Tech,Software Engineer,Sri Lanka,6,5,32335,3,29,Male,Onsite,87564,FlexibleHours
Bachelors,Finance,Software Architect,Sri Lanka,6,1,57208,7,29,Male,Onsite,115848,FlexibleHours
Masters,Finance,Senior Software Engineer,UK,18,1,231979,8,41,Male,Onsite,338,Bonus
Bachelors,Tech,Software Architect,Australia,16,3,289198,6,44,Male,Hybrid,32,HealthInsurance;CommuterSupport
Bachelors,Consulting,Data Scientist,USA,7,0,182007,5,36,Female,Remote,72,HealthInsurance
Masters,Retail,Fullstack Developer,India,6,1,34542,1,32,Male,Remote,30,None
Bachelors,Consulting,Software Engineer,UK,18,5,202502,3,41,Female,Onsite,162978,HealthInsurance
Bachelors,Retail,Data Scientist,Sweden,6,4,265351,3,33,Male,Onsite,66485,FlexibleHours;HealthInsurance;StockOptions
Bachelors,Finance,Software Engineer,USA,12,3,195345,10,35,Female,Hybrid,338,StockOptions;Bonus
Masters,Retail,Data Scientist,USA,6,4,262201,6,30,Non-binary,Hybrid,407,Retirement;Bonus
Bachelors,Retail,Data Engineer,Germany,4,1,202979,4,29,Male,Onsite,81048,HealthInsurance
Masters,Finance,Senior Software Engineer,UK,0,1,205671,0,24,Male,Hybrid,89220,Gym;CommuterSupport;FlexibleHours
Bachelors,Healthcare,Fullstack Developer,UK,1,4,142403,1,26,Female,Remote,9017,HealthInsurance;Bonus
Bachelors,Retail,Lead Engineer,USA,15,0,368455,7,42,Male,Remote,5708,Retirement
Bachelors,Tech,Fullstack Developer,UK,1,3,150088,1,23,Male,Hybrid,361,StockOptions;Retirement
Bachelors,Consulting,Lead Engineer,Sweden,8,2,266808,4,36,Female,Onsite,3652,CommuterSupport
Masters,Finance,Senior Software Engineer,India,7,2,59511,4,32,Female,Onsite,57,StockOptions
Masters,Finance,Senior Software Engineer,UK,1,4,197326,1,23,Male,Hybrid,3199,FlexibleHours
Diploma,Retail,Senior Software Engineer,USA,1,1,148234,1,25,Male,Remote,8892,None
Bachelors,Healthcare,Senior Software Engineer,USA,4,2,237941,3,26,Male,Remote,32446,None
Bachelors,Healthcare,Software Engineer,Australia,0,4,110669,0,24,Male,Remote,6984,HealthInsurance
Masters,Consulting,Data Engineer,UK,3,3,196274,3,30,Male,Hybrid,5510,Retirement;Bonus
Bachelors,Consulting,Senior Software Engineer,India,15,3,76310,3,42,Male,Remote,576,StockOptions
Bachelors,Healthcare,Lead Engineer,India,18,5,88132,10,45,Female,Hybrid,402,Retirement
Bachelors,Healthcare,Lead Engineer,UK,14,3,374455,4,38,Male,Onsite,141034,HealthInsurance;Bonus
Bachelors,Healthcare,Fullstack Developer,Australia,0,5,113956,2,26,Male,Hybrid,210,CommuterSupport
Diploma,Retail,Fullstack Developer,USA,4,5,172672,3,28,Male,Remote,3054,Bonus
Masters,Tech,Data Scientist,India,2,0,42801,2,27,Male,Hybrid,23,Retirement;CommuterSupport
Masters,Consulting,Software Engineer,India,15,3,54547,7,40,Male,Remote,1168,FlexibleHours
Bachelors,Finance,Software Engineer,USA,7,1,238336,1,33,Male,Remote,48553,Bonus
Bachelors,Healthcare,Senior Software Engineer,USA,18,3,319078,10,40,Male,Remote,4721,None
Bachelors,Healthcare,Software Architect,India,0,0,60641,3,25,Female,Hybrid,2504,HealthInsurance
Bachelors,Tech,Data Engineer,UK,3,4,223139,2,27,Male,Hybrid,52578,Bonus;CommuterSupport
Bachelors,Healthcare,Senior Software Engineer,Sweden,16,2,176154,5,42,Female,Hybrid,52,Retirement;StockOptions
Masters,Consulting,Fullstack Developer,Australia,11,0,221877,3,37,Female,Remote,489,Bonus
Masters,Healthcare,Fullstack Developer,USA,20,4,303015,7,45,Male,Remote,4210,StockOptions
Bachelors,Tech,Fullstack Developer,Australia,2,5,139123,0,30,Male,Onsite,139,FlexibleHours;Gym;HealthInsurance
Diploma,Retail,Lead Engineer,Sri Lanka,7,2,25267,2,29,Non-binary,Onsite,73,HealthInsurance
Masters,Consulting,Lead Engineer,Sweden,14,3,474454,5,38,Male,Onsite,85144,None
Masters,Retail,Lead Engineer,UK,9,4,224037,2,34,Male,Onsite,950,FlexibleHours
Masters,Finance,Lead Engineer,India,19,2,92633,7,42,Female,Remote,926,None
Bachelors,Tech,Software Engineer,India,11,3,43011,5,36,Male,Remote,910,FlexibleHours
Bachelors,Finance,Software Engineer,Sri Lanka,15,1,26937,5,41,Female,Onsite,22179,None
Bachelors,Finance,Senior Software Engineer,Australia,14,1,256480,6,36,Male,Remote,1134,FlexibleHours
Masters,Finance,Fullstack Developer,India,5,2,44084,1,32,Female,Remote,17,Retirement
Bachelors,Finance,Senior Software Engineer,USA,8,1,339966,1,31,Male,Remote,45785,Gym;HealthInsurance
Bachelors,Tech,Data Scientist,USA,6,1,326965,2,30,Male,Hybrid,62779,CommuterSupport;Bonus;Retirement
Bachelors,Retail,Fullstack Developer,India,1,3,34895,2,26,Female,Remote,13,Gym;HealthInsurance
Bachelors,Healthcare,Fullstack Developer,USA,2,3,114829,1,28,Male,Hybrid,23,CommuterSupport
PhD,Finance,Software Engineer,India,7,4,42415,4,33,Male,Hybrid,165,None
Masters,Healthcare,Software Engineer,India,14,1,47124,3,39,Male,Hybrid,573,Retirement;Gym;HealthInsurance
Bachelors,Healthcare,Software Engineer,India,7,2,23345,1,34,Female,Onsite,15,FlexibleHours
Bachelors,Finance,Data Engineer,UK,17,1,215793,6,45,Male,Onsite,162,CommuterSupport
Bachelors,Consulting,Senior Software Engineer,India,6,0,66319,2,29,Female,Onsite,6173,Bonus;StockOptions
Bachelors,Healthcare,Software Engineer,India,2,4,49851,0,29,Female,Remote,169912,None
Bachelors,Consulting,Fullstack Developer,India,5,0,42233,2,33,Female,Hybrid,77,StockOptions
Bachelors,Retail,Lead Engineer,India,19,3,69829,5,47,Male,Remote,87,Retirement;CommuterSupport
Bachelors,Healthcare,Fullstack Developer,Australia,19,3,255566,6,42,Male,Onsite,17885,FlexibleHours;HealthInsurance
Masters,Tech,Software Architect,India,16,1,119492,11,39,Male,Onsite,5272,None
Masters,Retail,Software Architect,Germany,7,5,186667,4,32,Non-binary,Remote,31,None
Bachelors,Retail,Senior Software Engineer,Sweden,3,2,121248,4,29,Female,Remote,339,Gym
Bachelors,Consulting,Software Engineer,Germany,11,5,197986,3,36,Male,Remote,54435,None
Masters,Finance,Senior Software Engineer,Germany,6,1,190179,4,32,Male,Onsite,331,None
Bachelors,Tech,Software Engineer,Sri Lanka,6,0,29096,4,33,Male,Hybrid,6763,FlexibleHours;StockOptions
PhD,Tech,Software Engineer,USA,0,3,207400,1,29,Male,Hybrid,28129,Retirement;Gym
Masters,Consulting,Data Scientist,India,20,0,117446,2,42,Female,Remote,110166,HealthInsurance;FlexibleHours
Bachelors,Consulting,Data Scientist,Australia,17,2,328090,7,41,Male,Remote,1838,HealthInsurance;StockOptions
Bachelors,Retail,Senior Software Engineer,Sri Lanka,2,1,40773,1,23,Male,Remote,100537,StockOptions;FlexibleHours
Masters,Consulting,Fullstack Developer,Germany,16,0,154914,2,41,Female,Onsite,78,Bonus
Bachelors,Finance,Software Engineer,India,10,1,41379,5,35,Male,Hybrid,665,Gym
Masters,Retail,Senior Software Engineer,UK,1,0,105267,1,25,Male,Remote,52,None
Diploma,Retail,Fullstack Developer,UK,3,4,125178,5,26,Male,Remote,478,Bonus;Retirement
Masters,Retail,Lead Engineer,UK,0,4,248203,1,23,Male,Remote,42071,Gym;StockOptions
Bachelors,Tech,Fullstack Developer,UK,9,4,133384,5,34,Female,Onsite,41,Bonus
Masters,Tech,Data Scientist,Australia,14,5,218142,1,39,Female,Hybrid,25,Bonus
Bachelors,Retail,Software Engineer,USA,9,1,147617,3,36,Male,Onsite,2288,None
Bachelors,Finance,Data Scientist,Australia,15,0,209420,2,41,Male,Onsite,21,CommuterSupport;HealthInsurance
Diploma,Healthcare,Senior Software Engineer,USA,1,2,130211,1,25,Male,Remote,327,CommuterSupport;FlexibleHours
Bachelors,Retail,Senior Software Engineer,India,7,3,30211,2,34,Female,Onsite,12,Gym
Diploma,Consulting,Software Engineer,India,1,5,38926,1,25,Male,Hybrid,1850,Bonus
Diploma,Healthcare,Fullstack Developer,India,3,3,45179,5,29,Female,Onsite,624,CommuterSupport;StockOptions
Bachelors,Tech,Fullstack Developer,UK,11,2,232003,3,37,Female,Remote,14935,HealthInsurance
Bachelors,Tech,Software Architect,USA,4,3,415007,1,32,Male,Remote,45622,CommuterSupport;Retirement
Bachelors,Healthcare,Software Engineer,Germany,14,4,211659,6,42,Male,Remote,37029,CommuterSupport;StockOptions
Bachelors,Consulting,Software Engineer,USA,9,0,159456,3,34,Non-binary,Onsite,1877,CommuterSupport;FlexibleHours
Bachelors,Tech,Senior Software Engineer,USA,10,1,280812,3,34,Male,Hybrid,6235,Retirement
Masters,Tech,Lead Engineer,USA,9,3,552235,6,35,Male,Remote,120964,FlexibleHours;CommuterSupport
Bachelors,Retail,Senior Software Engineer,USA,18,2,247027,4,43,Female,Onsite,1174,Bonus
Bachelors,Finance,Software Engineer,Australia,11,1,182700,4,33,Male,Remote,2187,HealthInsurance
Masters,Consulting,Software Engineer,Australia,3,0,132065,3,32,Male,Onsite,974,Retirement;CommuterSupport
Bachelors,Retail,Software Engineer,UK,5,1,83200,1,29,Male,Remote,60,Gym;CommuterSupport
Masters,Finance,Senior Software Engineer,Germany,19,1,229253,10,43,Female,Onsite,889,Retirement
Bachelors,Tech,Senior Software Engineer,Germany,8,0,274257,2,36,Male,Remote,44495,Retirement;StockOptions
Bachelors,Finance,Fullstack Developer,India,7,5,55383,2,33,Female,Remote,136,HealthInsurance
Masters,Tech,Fullstack Developer,Germany,12,4,237219,9,36,Female,Onsite,1131,Retirement
Masters,Retail,Fullstack Developer,India,9,0,56397,0,35,Male,Onsite,2498,Bonus
PhD,Tech,Fullstack Developer,Germany,18,1,251847,5,45,Male,Remote,695,FlexibleHours;Gym;Bonus
Masters,Finance,Software Engineer,India,16,2,71272,5,40,Male,Onsite,179535,Retirement
Masters,Retail,Senior Software Engineer,USA,8,0,263245,3,35,Male,Hybrid,13723,Gym;FlexibleHours
Bachelors,Finance,Software Engineer,USA,8,0,246165,5,33,Female,Remote,124921,None
Bachelors,Finance,Software Engineer,UK,5,4,114030,1,29,Male,Onsite,79,Retirement
Masters,Healthcare,Fullstack Developer,India,17,3,71198,5,39,Female,Remote,1377,Bonus;HealthInsurance
Masters,Tech,Fullstack Developer,India,3,2,71319,1,28,Male,Remote,4746,StockOptions
Diploma,Tech,Software Engineer,Sweden,7,2,92607,4,35,Male,Remote,81,Retirement
Bachelors,Finance,Software Engineer,India,6,5,49783,2,29,Male,Remote,191,Gym;HealthInsurance
Bachelors,Tech,Data Engineer,India,14,3,68192,4,39,Male,Hybrid,242,Bonus;FlexibleHours;Retirement
Masters,Consulting,Software Engineer,UK,16,5,201462,1,38,Male,Remote,37621,HealthInsurance
Bachelors,Tech,Fullstack Developer,Sri Lanka,3,1,21366,3,31,Female,Remote,15,Retirement
Diploma,Retail,Fullstack Developer,India,3,2,36240,2,28,Non-binary,Remote,1162,FlexibleHours
PhD,Tech,Lead Engineer,Germany,13,3,441257,7,39,Male,Onsite,4168,HealthInsurance;Retirement
Bachelors,Consulting,Software Architect,USA,0,5,185327,0,24,Male,Remote,10,Retirement;Bonus
Masters,Finance,Software Engineer,India,11,1,63834,9,38,Male,Onsite,72429,CommuterSupport;FlexibleHours;HealthInsurance
Masters,Tech,Software Engineer,India,8,4,57013,1,36,Female,Onsite,36877,None
Bachelors,Retail,Fullstack Developer,India,18,0,60502,10,44,Male,Onsite,62561,None
Diploma,Consulting,Data Scientist,India,20,2,54890,5,48,Female,Hybrid,130,CommuterSupport;HealthInsurance
Bachelors,Healthcare,Data Scientist,Australia,2,3,197892,1,29,Male,Onsite,3088,Retirement;Gym
Masters,Finance,Software Engineer,India,4,1,44262,0,29,Female,Onsite,10085,CommuterSupport
Bachelors,Finance,Data Engineer,USA,10,3,241678,3,36,Female,Remote,53,Bonus;Retirement
PhD,Finance,Software Engineer,India,11,0,75821,4,34,Male,Remote,36824,HealthInsurance
Bachelors,Consulting,Fullstack Developer,UK,18,5,171866,7,43,Male,Remote,155,FlexibleHours;CommuterSupport
Bachelors,Tech,Fullstack Developer,UK,2,0,111929,1,24,Male,Hybrid,137,FlexibleHours
Diploma,Tech,Fullstack Developer,USA,13,0,167897,4,39,Male,Remote,128,HealthInsurance
Bachelors,Tech,Lead Engineer,Sri Lanka,1,1,37013,1,27,Female,Remote,56,Gym;StockOptions
Bachelors,Tech,Fullstack Developer,USA,13,3,289418,5,40,Female,Remote,7417,StockOptions;Retirement
Diploma,Finance,Data Scientist,USA,14,3,312617,7,35,Male,Onsite,1518,StockOptions;Bonus;FlexibleHours
Diploma,Healthcare,Lead Engineer,Australia,9,4,220691,4,38,Male,Hybrid,671,FlexibleHours;Gym
Masters,Finance,Lead Engineer,Australia,20,5,369468,5,44,Male,Remote,185,Bonus
Masters,Healthcare,Lead Engineer,UK,5,2,194972,2,29,Male,Remote,207,Retirement
Bachelors,Healthcare,Lead Engineer,Australia,17,5,424302,4,43,Male,Hybrid,50721,Bonus;Gym
Bachelors,Tech,Fullstack Developer,India,1,1,42123,1,23,Female,Onsite,2888,Gym
Bachelors,Retail,Software Engineer,Australia,3,4,112031,0,27,Male,Remote,3461,Retirement
Masters,Consulting,Senior Software Engineer,India,3,0,49651,6,26,Female,Onsite,2173,Gym;Bonus
Masters,Retail,Lead Engineer,Australia,4,1,293417,1,28,Non-binary,Hybrid,66606,Retirement;Bonus
Masters,Healthcare,Software Engineer,Germany,15,3,210216,8,41,Non-binary,Remote,8230,StockOptions
Masters,Retail,Lead Engineer,UK,7,3,183497,6,35,Male,Hybrid,198,None
Bachelors,Healthcare,Senior Software Engineer,India,11,3,60225,5,39,Male,Remote,551,CommuterSupport
Bachelors,Finance,Fullstack Developer,India,15,2,69756,4,37,Male,Remote,3077,FlexibleHours;CommuterSupport
Bachelors,Finance,Senior Software Engineer,USA,3,4,203874,3,24,Female,Remote,316,None
Bachelors,Tech,Data Scientist,Sweden,12,2,266827,8,37,Female,Hybrid,167,StockOptions;FlexibleHours
Bachelors,Consulting,Senior Software Engineer,Sri Lanka,10,0,32443,5,33,Male,Remote,79222,Gym
PhD,Finance,Data Engineer,Germany,5,2,370832,6,31,Male,Hybrid,171528,HealthInsurance;CommuterSupport
Bachelors,Consulting,Software Engineer,USA,8,5,240529,3,36,Female,Remote,66797,FlexibleHours
Bachelors,Tech,Data Engineer,India,12,5,93543,3,39,Male,Hybrid,4460,CommuterSupport;StockOptions
Bachelors,Consulting,Lead Engineer,Sri Lanka,0,2,39572,1,26,Female,Remote,102682,FlexibleHours
Masters,Finance,Senior Software Engineer,India,5,1,64143,3,29,Male,Onsite,8889,FlexibleHours
Masters,Finance,Senior Software Engineer,India,18,4,110679,5,40,Female,Onsite,146266,None
Bachelors,Retail,Senior Software Engineer,USA,10,4,233802,6,33,Female,Onsite,1960,None
Bachelors,Retail,Senior Software Engineer,USA,5,2,149236,5,27,Female,Remote,51,HealthInsurance
Masters,Retail,Software Engineer,Australia,5,5,144765,1,33,Female,Onsite,9835,Retirement
Bachelors,Consulting,Software Engineer,UK,2,3,121462,0,29,Female,Onsite,10480,CommuterSupport;Gym
Masters,Finance,Data Scientist,India,19,5,82812,6,43,Male,Onsite,607,None
Masters,Tech,Senior Software Engineer,Germany,5,5,267836,5,27,Male,Hybrid,77523,StockOptions
Bachelors,Healthcare,Data Engineer,USA,4,0,130867,3,25,Female,Onsite,11,StockOptions;FlexibleHours;HealthInsurance
Bachelors,Finance,Senior Software Engineer,USA,19,5,251579,9,42,Female,Remote,38,StockOptions;Retirement;HealthInsurance
Diploma,Retail,Fullstack Developer,India,13,3,45966,7,38,Male,Remote,1938,None
Bachelors,Retail,Fullstack Developer,USA,13,3,192863,4,37,Male,Onsite,286,HealthInsurance;Gym
Bachelors,Consulting,Senior Software Engineer,India,12,2,75526,5,38,Male,Remote,13876,CommuterSupport
Masters,Retail,Fullstack Developer,India,2,4,61958,1,29,Male,Remote,52519,None
Diploma,Consulting,Fullstack Developer,USA,15,1,244557,6,37,Female,Onsite,24683,None
Diploma,Tech,Software Engineer,Germany,11,5,175921,2,34,Male,Hybrid,35881,Bonus
Masters,Retail,Data Engineer,USA,13,3,372461,7,36,Female,Remote,19011,FlexibleHours
Bachelors,Consulting,Fullstack Developer,UK,1,2,122213,0,25,Male,Onsite,261,StockOptions
Bachelors,Retail,Software Engineer,USA,7,2,186711,4,35,Male,Hybrid,64596,CommuterSupport
Masters,Consulting,Lead Engineer,Australia,8,1,217841,5,34,Male,Hybrid,45,CommuterSupport
Masters,Finance,Fullstack Developer,Sri Lanka,13,5,43803,1,42,Male,Onsite,194,Gym;Bonus
Bachelors,Consulting,Data Scientist,UK,10,1,282915,3,33,Male,Hybrid,106933,Bonus;Gym
Diploma,Healthcare,Data Engineer,UK,3,4,126726,3,32,Male,Remote,181,Gym
Bachelors,Tech,Senior Software Engineer,Australia,3,3,135326,0,29,Male,Remote,35,Bonus
Bachelors,Finance,Data Engineer,Sri Lanka,20,4,66708,10,45,Female,Remote,5578,StockOptions;HealthInsurance
Bachelors,Tech,Software Engineer,Sri Lanka,19,4,30751,4,45,Male,Onsite,1893,FlexibleHours
Bachelors,Finance,Senior Software Engineer,India,10,0,52519,4,32,Male,Remote,310,None
Bachelors,Retail,Fullstack Developer,India,14,2,61582,8,43,Male,Onsite,58184,CommuterSupport
Bachelors,Consulting,Software Engineer,India,1,1,24601,2,27,Male,Onsite,141,None
Bachelors,Retail,Data Engineer,India,4,2,37263,0,33,Male,Onsite,42,FlexibleHours
Masters,Tech,Data Engineer,India,9,2,49313,1,30,Female,Remote,19,HealthInsurance
Masters,Tech,Software Engineer,USA,14,4,277516,9,39,Female,Remote,65446,Gym;FlexibleHours
Masters,Finance,Lead Engineer,Sweden,15,2,287657,10,41,Male,Remote,55,Gym;CommuterSupport
Diploma,Tech,Senior Software Engineer,USA,3,5,195477,2,29,Male,Onsite,37879,Bonus;HealthInsurance
Bachelors,Consulting,Senior Software Engineer,India,16,2,71448,4,43,Male,Hybrid,4258,StockOptions
Bachelors,Tech,Senior Software Engineer,Germany,20,1,217468,11,42,Male,Remote,355,Bonus;StockOptions
PhD,Retail,Fullstack Developer,India,13,2,67039,5,36,Female,Remote,4576,CommuterSupport;FlexibleHours
Bachelors,Consulting,Senior Software Engineer,USA,20,3,294471,11,44,Female,Remote,605,Gym
Diploma,Tech,Fullstack Developer,India,8,0,44903,4,33,Female,Remote,2429,HealthInsurance
Bachelors,Healthcare,Software Engineer,Sri Lanka,18,0,25855,5,41,Male,Remote,14141,CommuterSupport
Diploma,Healthcare,Software Engineer,India,2,3,24863,1,25,Male,Onsite,15,HealthInsurance
Bachelors,Retail,Senior Software Engineer,Germany,3,0,181751,2,28,Female,Remote,18066,FlexibleHours;StockOptions
PhD,Finance,Senior Software Engineer,India,20,2,76855,7,43,Male,Remote,113,Gym
Bachelors,Finance,Senior Software Engineer,UK,8,1,178406,3,31,Male,Onsite,827,Bonus
Diploma,Tech,Data Engineer,USA,19,4,297169,7,47,Male,Hybrid,4206,CommuterSupport
Bachelors,Consulting,Data Engineer,Germany,11,2,209003,5,35,Male,Onsite,711,StockOptions;HealthInsurance
Masters,Finance,Lead Engineer,Australia,13,4,491669,3,37,Non-binary,Remote,45434,Gym
Diploma,Healthcare,Fullstack Developer,USA,6,2,209311,5,33,Female,Remote,68424,FlexibleHours
Bachelors,Finance,Software Engineer,India,4,2,51456,2,33,Non-binary,Remote,40609,StockOptions
Masters,Healthcare,Fullstack Developer,Australia,1,5,154114,1,25,Male,Hybrid,1172,Gym
Masters,Finance,Fullstack Developer,India,9,2,96672,4,34,Male,Hybrid,41508,CommuterSupport;HealthInsurance;FlexibleHours
Bachelors,Retail,Software Engineer,Sweden,9,1,116632,7,36,Female,Onsite,538,StockOptions
Masters,Consulting,Data Engineer,USA,11,1,396772,2,38,Male,Hybrid,13988,HealthInsurance;Bonus;StockOptions
Masters,Tech,Software Engineer,Australia,19,1,164345,6,44,Male,Remote,164,FlexibleHours;HealthInsurance
Diploma,Healthcare,Data Scientist,India,6,5,65251,0,33,Male,Onsite,185365,CommuterSupport
Bachelors,Finance,Senior Software Engineer,Sri Lanka,18,2,47384,13,39,Male,Onsite,7847,CommuterSupport;Retirement;FlexibleHours
Bachelors,Tech,Software Engineer,Sri Lanka,5,2,25372,1,28,Female,Onsite,39150,CommuterSupport
Diploma,Healthcare,Data Engineer,India,7,3,61990,5,34,Male,Remote,58610,None
PhD,Healthcare,Fullstack Developer,India,0,3,58135,2,26,Male,Remote,13448,Gym;Bonus
Bachelors,Retail,Data Engineer,USA,8,4,223992,6,37,Male,Remote,1774,CommuterSupport;Retirement
Masters,Finance,Software Engineer,Germany,6,1,195816,5,33,Male,Onsite,98326,Retirement
Bachelors,Tech,Fullstack Developer,Germany,20,5,288909,14,47,Male,Onsite,51571,StockOptions;CommuterSupport
Bachelors,Finance,Data Scientist,UK,5,0,202654,3,33,Female,Remote,905,Retirement;CommuterSupport
